NSE Ticker,Name
VDEAL,VDEAL SYSTEM LIMITED     
VEDL,VEDANTA LIMITED          
VEDPOWER,VEDANTA POWER LIMITED    
VEEDOL,VEEDOL CORPORATION LTD   
VEEKAYEM,VEEKAYEM FASH & APP LTD  
VELJAN,VELJAN DENISON LTD.      
VELS,VELS FILM INTERNATIONAL L
VENKEYS,VENKY S (INDIA) LIMITED  
VENTIVE,VENTIVE HOSPITALITY LTD  
VENUSPIPES,VENUS PIPES & TUBES LTD  
VENUSREM,VENUS REMEDIES LIMITED   
VERA,VERA SYNTHETIC LIMITED   
VERANDA,VERANDA LEARNING SOL LTD 
VERITAAS,VERITAAS ADVERTISING LTD 
VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L
VERTIS,VERTIS INFRASTRUCTURE TST
VERTOZ,VERTOZ LIMITED           
VESUVIUS,VESUVIUS INDIA LTD       
VETO,VETO SWITCHGEAR CABLE LTD
VGINFOTECH,VIRTUAL GALAXY INFOTECH L
VGL,VARVEE GLOBAL LIMITED    
VGUARD,V-GUARD IND LTD.         
VHL,VARDHMAN HOLDINGS LIMITED
VHLTD,VICEROY HOTELS LIMITED   
VIAZ,VIAZ TYRES LIMITED       
VICTORYEV,VICTORY ELEC VEHICL INT L
VIDHIING,VIDHI SPCLTY F INGRDNTS L
VIDYAWIRES,VIDYA WIRES LIMITED      
VIESL,VISION INFRA EQUIP SOL L 
VIGOR,VIGOR PLAST INDIA LIMITED
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD
VIJAYPD,VIJAYPD CEUTICAL LIMITED 
VIJIFIN,VIJI FINANCE LIMITED     
VIKASECO,VIKAS ECOTECH LIMITED    
VIKASLIFE,VIKAS LIFECARE LIMITED   
VIKRAMSOLR,VIKRAM SOLAR LIMITED     
VIKRAN,VIKRAN ENGINEERING LTD   
VILAS,VILAS TRANSCORE LIMITED  
VILINBIO,VILIN BIO MED LIMITED    
VIMTALABS,VIMTA LABS LIMITED       
VINATIORGA,VINATI ORGANICS LTD      
VINCOFE,VINTAGE COFFEE N BVRGS L 
VINDHYATEL,VINDHYA TELELINKS LTD    
VINEETLAB,VINEET LABORATORIES LTD  
VINNY,VINNY OVERSEAS LIMITED   
VINSYS,VINSYS IT SERVICES IND LT
VINYAS,VINYAS INNOVATIVE TECH L 
VINYLINDIA,VINYL CHEMICALS (I) LTD. 
VIPCLOTHNG,VIP CLOTHING LIMITED     
VIPIND,VIP INDUSTRIES LTD       
VIPULLTD,VIPUL LIMITED            
VIRINCHI,VIRINCHI LIMITED         
VISACHROME,VISA CHROME LIMITED      
VISAKAIND,VISAKA INDUSTRIES LIMITED
VISAMAN,VISAMAN GLOBAL SALES LTD 
VISDEM,VISDEM TECHNOSYS LIMITED 
VISHNU,VISHNU CHEMICALS LIMITED 
VISHNUINFR,VISHNUSURYA PROJ N INFR L
VISHWARAJ,VISHWARAJ SUGAR IND LTD  
VISHWAS,VISHWAS AGRI SEEDS LTD   
VISL,VEDANTA IRON AND STEEL L 
VITAL,VITAL CHEMTECH LIMITED   
VIVIANA,VIVIANA POWER TECH LTD   
VIVIDEL,VIVID ELECTROMECH LIMITED
VIVIDHA,VISAGAR POLYTEX LTD      
VIVIMEDLAB,VIVIMED LABS LIMITED     
VIVO,VIVO COLLAB SOLUTIONS LTD
VIYASH,VIYASH SCIENTIFIC LIMITED
VLEGOV,VL E GOV AND IT SOL LTD  
VLINFRA,V.L.INFRAPROJECTS LIMITED
VLSFINANCE,VLS FINANCE LTD          
VMARCIND,V MARC INDIA LIMITED     
VMART,VMART RETAIL LTD         
VMM,VISHAL MEGA MART LIMITED 
VMOBILE,VINIT MOBILE LIMITED     
VMSTMT,VMS TMT LIMITED          
VOEPL,VIRTUOSO OPTOELECTRONIC L
VOGL,VEDANTA OIL AND GAS LTD  
VOLERCAR,VOLER CAR LIMITED        
VOLTAMP,VOLTAMP TRANSFORMERS LTD 
VOLTAS,VOLTAS LTD               
VPRPL,VISHNU PRAKASH R PUNGLI L
VR,V R INFRASPACE LIMITED   
VRAJ,VRAJ IRON AND STEEL LTD  
VRLLOG,VRL LOGISTICS LIMITED    
VSCL,VADIVARHE SPCLTY CHEM LTD
VSSL,VARDHMAN SPC STEEL LTD   
VSTIND,VST INDUSTRIES LTD       
VSTL,VIBHOR STEEL TUBES LTD   
VSTTILLERS,VST TILLERS TRACTORS LTD 
VTL,VARDHMAN TEXTILES LIMITED
WAAREEENER,WAAREE ENERGIES LIMITED  
WAAREEINDO,INDOSOLAR LIMITED        
WAAREERTL,WAAREE RENEWABLE TECH LTD
WABAG,VA TECH WABAG LTD        
WAKEFIT,WAKEFIT INNOVATIONS LTD  
WALCHANNAG,WALCHANDNAGAR INDUSTRIES 
WALPAR,WALPAR NUTRITIONS LIMITED
WANBURY,WANBURY LIMITED          
WCIL,WESTERN CARRIERS (IND) L 
WEALTH,WEALTH FRST PORT. MG. LTD
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD 
WEIZMANIND,WEIZMANN LTD             
WEL,WONDER ELECTRICALS LTD   
WELCORP,WELSPUN CORP LIMITED     
WELENT,WELSPUN ENTERPRISES LTD. 
WELINV,WELSPUN INV & COMM LTD   
WELSPLSOL,WELSPUN SPECIALTY SOL L  
WELSPUNLIV,WELSPUN LIVING LIMITED   
WENDT,WENDT (INDIA) LIMITED    
WESTLIFE,WESTLIFE FOODWORLD LTD   
WEWIN,WE WIN LIMITED           
WEWORK,WEWORK INDIA MANAGEMENT L
WHEELS,WHEELS INDIA LTD         
WHIRLPOOL,WHIRLPOOL OF INDIA LTD   
WHITEFORCE,HAPPY SQUARE OUTSOURC S L
WILLAMAGOR,WILLIAMSON MAGOR         
WINDLAS,WINDLAS BIOTECH LIMITED  
WINDMACHIN,WINDSOR MACHINES LIMITED 
WINNY,WINNY IMMIGRA & EDU SER L
WINSOL,WINSOL ENGINEERS LIMITED 
WIPL,THE WESTERN INDIA PLY LTD
WIPRO,WIPRO LTD                
WOCKPHARMA,WOCKHARDT LIMITED        
WOL3D,WOL 3D INDIA LIMITED     
WOMANCART,WOMANCART LIMITED        
WONDERLA,WONDERLA HOLIDAYS LTD.   
WORTHPERI,WORTH PERIPHERALS LIMITED
WPIL,W P I L LTD.             
WSI,W.S.INDUSTRIES (I) LTD.  
WSTCSTPAPR,WEST COAST PAPER MILLS LT
WTICAB,WISE TRAVEL INDIA LIMITED
XCHANGING,XCHANGING SOLUTIONS LTD  
XELPMOC,XELPMOC DESIGN & TECH LTD
XPROINDIA,XPRO INDIA LIMITED       
XTGLOBAL,XTGLOBAL INFOTECH LIMITED
XTRANET,XTRANET TECHNOLOGIES LTD 
YAAP,YAAP DIGITAL LIMITED     
YASHO,YASHO INDUSTRIES LIMITED 
YASHOPTICS,YASH OPTICS & LENS LTD   
YATHARTH,YATHARTH HOSP & TRA C S L
YATRA,YATRA ONLINE LIMITED     
YCCL,YASONS CHEMEX CARE LTD   
YESBANK,YES BANK LIMITED         
YUDIZ,YUDIZ SOLUTIONS LIMITED  
YUKEN,YUKEN INDIA LIMITED      
ZAGGLE,ZAGGLE PREPA OCEAN SER L 
ZEAL,ZEAL GLOBAL SERVICES LTD 
ZEEL,ZEE ENTERTAINMENT ENT LTD
ZEELEARN,ZEE LEARN LIMITED        
ZEEMEDIA,ZEE MEDIA CORPORATION LTD
ZENITHDRUG,ZENITH DRUGS LIMITED     
ZENITHEXPO,ZENITH EXPORTS LTD       
ZENITHSTL,ZENITH STEEL PIP IND LTD 
ZENSARTECH,ZENSAR TECHNOLOGIES  LTD 
ZENTEC,ZEN TECHNOLOGIES LIMITED 
ZFCVINDIA,ZF COM VE CTR SYS IND LTD
ZFSTEERING,Z F STEERING GEAR (I) LTD
ZIMLAB,ZIM LABORATORIES LIMITED 
ZODIAC,ZODIAC ENERGY LIMITED    
ZODIACLOTH,ZODIAC CLOTHING CO. LTD. 
ZOTA,ZOTA HEALTH CARE LIMITED 
ZSARACOM,SARASWATI COMM (INDIA) L 
ZTECH,Z-TECH (INDIA) LIMITED   
ZUARI,ZUARI AGRO CHEMICALS LTD 
ZUARIIND,ZUARI INDUSTRIES LIMITED 
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD   
ZYDUSWELL,ZYDUS WELLNESS LIMITED   
